"AphiaID","accid","class","order","family","genus","subgenus","species","subspecies","canonical","taxonomicStatus","taxonRank","type","authorship","source","valid_AphiaID","id"
"241117",0,"Malacostraca","Decapoda","Acidopsidae","Acidops",NA,"cessacii",NA,"Acidops cessacii","accepted","Species","accepted","(A. Milne-Edwards, 1878)","WoRMS",NA,1
"440878",0,"Malacostraca","Decapoda","Acidopsidae","Acidops",NA,"fimbriatus",NA,"Acidops fimbriatus","accepted","Species","accepted","Stimpson, 1871","WoRMS",NA,2
"442625",0,"Malacostraca","Decapoda","Acidopsidae","Caecopilumnus",NA,"crassipes",NA,"Caecopilumnus crassipes","accepted","Species","accepted","(Tesch, 1918)","WoRMS",NA,3
"442626",0,"Malacostraca","Decapoda","Acidopsidae","Caecopilumnus",NA,"hirsutus",NA,"Caecopilumnus hirsutus","accepted","Species","accepted","Borradaile, 1902","WoRMS",NA,4
"877945",0,"Malacostraca","Decapoda","Acidopsidae","Caecopilumnus",NA,"loculatus",NA,"Caecopilumnus loculatus","accepted","Species","accepted","P.K.L. Ng & Rahayu, 2014","WoRMS",NA,5
"442627",29,"Malacostraca","Decapoda","Acidopsidae","Caecopilumnus",NA,"piroculatus",NA,"Caecopilumnus piroculatus","superseded combination","Species","synonym","(Rathbun, 1911)","WORMS","877951",6
"877944",0,"Malacostraca","Decapoda","Acidopsidae","Crinitocinus",NA,"alcocki",NA,"Crinitocinus alcocki","accepted","Species","accepted","(Borradaile, 1902)","WoRMS",NA,7
"452965",1,"Malacostraca","Decapoda","Acidopsidae","Epimelus",NA,"Cessacii",NA,"Epimelus Cessacii","unaccepted","Species","synonym","A. Milne-Edwards, 1878","WORMS","241117",8
"1384785",6906,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"boletifer",NA,"Parapilumnus boletifer","superseded combination","Species","synonym","Monod, 1956","WORMS","880690",9
"454595",7096,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"coralliophilus",NA,"Parapilumnus coralliophilus","superseded combination","Species","synonym","Takeda & Miyake, 1969","WORMS","442469",10
"440879",0,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"cristimanus",NA,"Parapilumnus cristimanus","accepted","Species","accepted","(A. Milne-Edwards, 1873)","WoRMS",NA,11
"454339",7265,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"euryfrons",NA,"Parapilumnus euryfrons","junior subjective synonym","Species","synonym","Garth & HS Kim, 1983","WORMS","442541",12
"454340",7066,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"guinotae",NA,"Parapilumnus guinotae","superseded combination","Species","synonym","Deb, 1987","WORMS","442458",13
"454341",7098,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"hondai",NA,"Parapilumnus hondai","unaccepted","Species","synonym","Takeda & Miyake, 1969","WORMS","442471",14
"454342",7445,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"incertus",NA,"Parapilumnus incertus","superseded combination","Species","synonym","Takeda & Miyake, 1969","WORMS","442612",15
"454343",7216,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"indicus",NA,"Parapilumnus indicus","superseded combination","Species","synonym","Deb, 1987","WORMS","442519",16
"454344",7388,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"leopoldi",NA,"Parapilumnus leopoldi","superseded combination","Species","synonym","Gordon, 1934","WORMS","442603",17
"233347",7067,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"malardi",NA,"Parapilumnus malardi","superseded combination","Species","synonym","(de Man, 1914)","WORMS","442459",18
"454345",6903,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"nefissurus",NA,"Parapilumnus nefissurus","superseded combination","Species","synonym","Garth & HS Kim, 1983","WORMS","442417",19
"440880",0,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"oryctos",NA,"Parapilumnus oryctos","accepted","Species","accepted","P.K.L. Ng, 2002","WoRMS",NA,20
"217291",7389,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"pisifer",NA,"Parapilumnus pisifer","superseded combination","Species","synonym","(McLeay, 1838)","WORMS","241153",21
"217292",6904,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"quadridentatus",NA,"Parapilumnus quadridentatus","superseded combination","Species","synonym","(De Man, 1895)","WORMS","442416",22
"454346",7349,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"trispinosus",NA,"Parapilumnus trispinosus","superseded combination","Species","synonym","T. Sakai, 1965","WORMS","442591",23
"454347",7069,"Malacostraca","Decapoda","Acidopsidae","Parapilumnus",NA,"tuberculosus",NA,"Parapilumnus tuberculosus","superseded combination","Species","synonym","Garth & HS Kim, 1983","WORMS","442461",24
"877946",0,"Malacostraca","Decapoda","Acidopsidae","Raoulia",NA,"calva",NA,"Raoulia calva","accepted","Species","accepted","P.K.L. Ng & Rahayu, 2014","WoRMS",NA,25
"877947",0,"Malacostraca","Decapoda","Acidopsidae","Raoulia",NA,"fortis",NA,"Raoulia fortis","accepted","Species","accepted","P.K.L. Ng & Rahayu, 2014","WoRMS",NA,26
"877948",0,"Malacostraca","Decapoda","Acidopsidae","Raoulia",NA,"galea",NA,"Raoulia galea","accepted","Species","accepted","P.K.L. Ng & Rahayu, 2014","WoRMS",NA,27
"440905",0,"Malacostraca","Decapoda","Acidopsidae","Raoulia",NA,"limosa",NA,"Raoulia limosa","accepted","Species","accepted","P.K.L. Ng, 1987","WoRMS",NA,28
"877951",0,"Malacostraca","Decapoda","Acidopsidae","Raoulia",NA,"piroculata",NA,"Raoulia piroculata","accepted","Species","accepted","(Rathbun, 1911)","WoRMS",NA,29
"877950",0,"Malacostraca","Decapoda","Acidopsidae","Thecaplax",NA,"capillosa",NA,"Thecaplax capillosa","accepted","Species","accepted","P.K.L. Ng & Rahayu, 2014","WoRMS",NA,30
"455896",3,"Malacostraca","Decapoda","Acidopsidae","Typhlocarcinodes",NA,"crassipes",NA,"Typhlocarcinodes crassipes","unaccepted","Species","synonym","Tesch, 1918","WORMS","442625",31
"1474861",4,"Malacostraca","Decapoda","Acidopsidae","Typhlocarcinodes",NA,"hirsutus",NA,"Typhlocarcinodes hirsutus","unaccepted","Species","synonym","(Borradaile, 1902)","WORMS","442626",32
"440906",34,"Malacostraca","Decapoda","Acidopsidae","Typhlocarcinodes",NA,"integifrons",NA,"Typhlocarcinodes integifrons","misspelling","Species","synonym","(Miers, 1881)","WORMS","241120",33
"241120",0,"Malacostraca","Decapoda","Acidopsidae","Typhlocarcinodes",NA,"integrifrons",NA,"Typhlocarcinodes integrifrons","accepted","Species","accepted","(Miers, 1881)","WoRMS",NA,34
"217301",29,"Malacostraca","Decapoda","Acidopsidae","Typhlocarcinodes",NA,"piroculatus",NA,"Typhlocarcinodes piroculatus","superseded combination","Species","synonym","(Rathbun, 1911)","WORMS","877951",35
"440251",0,"Malacostraca","Decapoda","Aethridae","Actaeomorpha",NA,"alvae",NA,"Actaeomorpha alvae","accepted","Species","accepted","Boone, 1934","WoRMS",NA,36
"451918",47,"Malacostraca","Decapoda","Aethridae","Actaeomorpha",NA,"angulata",NA,"Actaeomorpha angulata","unaccepted","Species","synonym","Ihle, 1918","WORMS","440258",37
"209508",0,"Malacostraca","Decapoda","Aethridae","Actaeomorpha",NA,"erosa",NA,"Actaeomorpha erosa","accepted","Species","accepted","Miers, 1877","WoRMS",NA,38
"451919",49,"Malacostraca","Decapoda","Aethridae","Actaeomorpha",NA,"lapillulus",NA,"Actaeomorpha lapillulus","unaccepted","Species","synonym","Alcock, 1896","WORMS","440260",39
"451920",50,"Malacostraca","Decapoda","Aethridae","Actaeomorpha",NA,"morum",NA,"Actaeomorpha morum","unaccepted","Species","synonym","Alcock, 1896","WORMS","440261",40
"440252",0,"Malacostraca","Decapoda","Aethridae","Actaeomorpha",NA,"punctata",NA,"Actaeomorpha punctata","accepted","Species","accepted","Edmondson, 1935","WoRMS",NA,41
"440253",0,"Malacostraca","Decapoda","Aethridae","Aethra",NA,"edentata",NA,"Aethra edentata","accepted","Species","accepted","Edmondson, 1951","WoRMS",NA,42
"440254",0,"Malacostraca","Decapoda","Aethridae","Aethra",NA,"scruposa",NA,"Aethra scruposa","accepted","Species","accepted","(Linnaeus, 1764)","WoRMS",NA,43
"440255",0,"Malacostraca","Decapoda","Aethridae","Aethra",NA,"scutata",NA,"Aethra scutata","accepted","Species","accepted","Smith, 1869","WoRMS",NA,44
"440256",0,"Malacostraca","Decapoda","Aethridae","Aethra",NA,"seychellensis",NA,"Aethra seychellensis","accepted","Species","accepted","Takeda, 1975","WoRMS",NA,45
"440257",0,"Malacostraca","Decapoda","Aethridae","Drachiella",NA,"aglypha",NA,"Drachiella aglypha","accepted","Species","accepted","(Laurie, 1906)","WoRMS",NA,46
"440258",0,"Malacostraca","Decapoda","Aethridae","Drachiella",NA,"angulata",NA,"Drachiella angulata","accepted","Species","accepted","(Ihle, 1918)","WoRMS",NA,47
"440259",0,"Malacostraca","Decapoda","Aethridae","Drachiella",NA,"caelata",NA,"Drachiella caelata","accepted","Species","accepted","Takeda & Tachikawa, 1995","WoRMS",NA,48
"440260",0,"Malacostraca","Decapoda","Aethridae","Drachiella",NA,"lapillula",NA,"Drachiella lapillula","accepted","Species","accepted","(Alcock, 1896)","WoRMS",NA,49
"440261",0,"Malacostraca","Decapoda","Aethridae","Drachiella",NA,"morum",NA,"Drachiella morum","accepted","Species","accepted","(Alcock, 1896)","WoRMS",NA,50
"440262",0,"Malacostraca","Decapoda","Aethridae","Drachiella",NA,"sculpta",NA,"Drachiella sculpta","accepted","Species","accepted","(Haswell, 1879)","WoRMS",NA,51
"440263",0,"Malacostraca","Decapoda","Aethridae","Hepatella",NA,"amica",NA,"Hepatella amica","accepted","Species","accepted","Smith in Verrill, 1869","WoRMS",NA,52
"440264",0,"Malacostraca","Decapoda","Aethridae","Hepatella",NA,"peruviana",NA,"Hepatella peruviana","accepted","Species","accepted","Rathbun, 1933","WoRMS",NA,53
"453338",62,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"calappoides",NA,"Hepatus calappoides","unaccepted","Species","synonym","Lamarck, 1818","WORMS","344730",54
"440265",0,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"chiliensis",NA,"Hepatus chiliensis","accepted","Species","accepted","H. Milne Edwards, 1837","WoRMS",NA,55
"158420",0,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"epheliticus",NA,"Hepatus epheliticus","accepted","Species","accepted","(Linnaeus, 1763)","WoRMS",NA,56
"453339",62,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"fasciatus",NA,"Hepatus fasciatus","unaccepted","Species","synonym","Latreille, 1803","WORMS","344730",57
"344728",0,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"gronovii",NA,"Hepatus gronovii","accepted","Species","accepted","Holthuis, 1959","WoRMS",NA,58
"440266",0,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"kossmanni",NA,"Hepatus kossmanni","accepted","Species","accepted","Neumann, 1878","WoRMS",NA,59
"440267",0,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"lineatus",NA,"Hepatus lineatus","accepted","Species","accepted","Rathbun, 1898","WoRMS",NA,60
"453340",7486,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"perlatus",NA,"Hepatus perlatus","superseded combination","Species","synonym","Poeppig, 1836","WORMS","148463",61
"344730",0,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"pudibundus",NA,"Hepatus pudibundus","accepted","Species","accepted","(Herbst, 1758 [in Herbst, 1782-1790])","WoRMS",NA,62
"440268",0,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"scaber",NA,"Hepatus scaber","accepted","Species","accepted","Holthuis, 1959","WoRMS",NA,63
"453341",62,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"tuberculatus",NA,"Hepatus tuberculatus","unaccepted","Species","synonym","de Saussure, 1858","WORMS","344730",64
"452422",56,"Malacostraca","Decapoda","Aethridae","Hepatus",NA,"vanbenedenii",NA,"Hepatus vanbenedenii","unaccepted","Species","synonym","Herklots, 1852","WORMS","158420",65
"440269",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"acuta",NA,"Osachila acuta","accepted","Species","accepted","Stimpson, 1871","WoRMS",NA,66
"421923",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"antillensis",NA,"Osachila antillensis","accepted","Species","accepted","Rathbun, 1916","WoRMS",NA,67
"440270",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"expansa",NA,"Osachila expansa","accepted","Species","accepted","Takeda, 1977","WoRMS",NA,68
"440271",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"galapagensis",NA,"Osachila galapagensis","accepted","Species","accepted","Rathbun, 1935","WoRMS",NA,69
"454218",80,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"imperialis",NA,"Osachila imperialis","unaccepted","Species","synonym","T. Sakai, 1963","WORMS","440276",70
"454219",81,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"japonica",NA,"Osachila japonica","unaccepted","Species","synonym","T. Sakai, 1963","WORMS","440277",71
"440272",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"kaiserae",NA,"Osachila kaiserae","accepted","Species","accepted","Zimmerman & Martin, 1999","WoRMS",NA,72
"440273",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"lata",NA,"Osachila lata","accepted","Species","accepted","Faxon, 1893","WoRMS",NA,73
"440274",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"levis",NA,"Osachila levis","accepted","Species","accepted","Rathbun, 1898","WoRMS",NA,74
"421924",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"semilevis",NA,"Osachila semilevis","accepted","Species","accepted","Rathbun, 1916","WoRMS",NA,75
"440275",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"sona",NA,"Osachila sona","accepted","Species","accepted","Garth, 1940","WoRMS",NA,76
"241046",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"stimpsonii",NA,"Osachila stimpsonii","accepted","Species","accepted","Studer, 1883","WoRMS",NA,77
"421925",0,"Malacostraca","Decapoda","Aethridae","Osachila",NA,"tuberosa",NA,"Osachila tuberosa","accepted","Species","accepted","Stimpson, 1871","WoRMS",NA,78
"241088",0,"Malacostraca","Decapoda","Aethridae","Sakaila",NA,"africana",NA,"Sakaila africana","accepted","Species","accepted","R.B. Manning & Holthuis, 1981","WoRMS",NA,79
"440276",0,"Malacostraca","Decapoda","Aethridae","Sakaila",NA,"imperialis",NA,"Sakaila imperialis","accepted","Species","accepted","(T. Sakai, 1963)","WoRMS",NA,80
"440277",0,"Malacostraca","Decapoda","Aethridae","Sakaila",NA,"japonica",NA,"Sakaila japonica","accepted","Species","accepted","(T. Sakai, 1963)","WoRMS",NA,81
"440278",0,"Malacostraca","Decapoda","Aethridae","Sakaila",NA,"wanawana",NA,"Sakaila wanawana","accepted","Species","accepted","Martin, Godwin & Moffitt, 2009","WoRMS",NA,82
"1058936",0,"Malacostraca","Decapoda","Aphanodactylidae","Ankerius",NA,"aenigmaticus",NA,"Ankerius aenigmaticus","accepted","Species","accepted","P.K.L. Ng, Rahayu & H.-T. Shih, 2016","WoRMS",NA,83
"1058937",0,"Malacostraca","Decapoda","Aphanodactylidae","Ankerius",NA,"grusicurare",NA,"Ankerius grusicurare","accepted","Species","accepted","Naruse & Uyeno, 2017","WoRMS",NA,84
"445007",90,"Malacostraca","Decapoda","Aphanodactylidae","Aphanodactylus",NA,"brevipes",NA,"Aphanodactylus brevipes","unaccepted","Species","synonym","(H. Milne Edwards, 1853)","WORMS","549794",85
"445008",95,"Malacostraca","Decapoda","Aphanodactylidae","Aphanodactylus",NA,"edmondsoni",NA,"Aphanodactylus edmondsoni","unaccepted","Species","synonym","Rathbun, 1932","WORMS","882115",86
"445009",97,"Malacostraca","Decapoda","Aphanodactylidae","Aphanodactylus",NA,"loimiae",NA,"Aphanodactylus loimiae","unaccepted","Species","synonym","Konishi & Noda, 1999","WORMS","882116",87
"558124",99,"Malacostraca","Decapoda","Aphanodactylidae","Aphanodactylus",NA,"panglao",NA,"Aphanodactylus panglao","unaccepted","Species","synonym","P.K.L. Ng & Naruse, 2009","WORMS","882118",88
"445010",101,"Malacostraca","Decapoda","Aphanodactylidae","Aphanodactylus",NA,"sibogae",NA,"Aphanodactylus sibogae","unaccepted","Species","synonym","Tesch, 1918","WORMS","882119",89
"549794",0,"Malacostraca","Decapoda","Aphanodactylidae","Gandoa",NA,"brevipes",NA,"Gandoa brevipes","accepted","Species","accepted","(H. Milne Edwards, 1853)","WoRMS",NA,90
"445011",90,"Malacostraca","Decapoda","Aphanodactylidae","Gandoa",NA,"zanzibarensis",NA,"Gandoa zanzibarensis","unaccepted","Species","synonym","(Lenz, 1905)","WORMS","549794",91
"558126",0,"Malacostraca","Decapoda","Aphanodactylidae","Gustavus",NA,"mecognathus",NA,"Gustavus mecognathus","accepted","Species","accepted","Ahyong & P.K.L. Ng, 2009","WoRMS",NA,92
"1061895",0,"Malacostraca","Decapoda","Aphanodactylidae","Lichtylus",NA,"kaisha",NA,"Lichtylus kaisha","accepted","Species","accepted","Naruse & Yoshida, 2018","WoRMS",NA,93
"882114",90,"Malacostraca","Decapoda","Aphanodactylidae","Selwynia",NA,"brevipes",NA,"Selwynia brevipes","unaccepted","Species","synonym","(H. Milne Edwards, 1853)","WORMS","549794",94
"882115",0,"Malacostraca","Decapoda","Aphanodactylidae","Selwynia",NA,"edmondsoni",NA,"Selwynia edmondsoni","accepted","Species","accepted","(Rathbun, 1932)","WoRMS",NA,95
"442659",0,"Malacostraca","Decapoda","Aphanodactylidae","Selwynia",NA,"laevis",NA,"Selwynia laevis","accepted","Species","accepted","Borradaile, 1903","WoRMS",NA,96
"882116",0,"Malacostraca","Decapoda","Aphanodactylidae","Selwynia",NA,"loimiae",NA,"Selwynia loimiae","accepted","Species","accepted","(Konishi & Noda, 1999)","WoRMS",NA,97
"1059954",0,"Malacostraca","Decapoda","Aphanodactylidae","Selwynia",NA,"madang",NA,"Selwynia madang","accepted","Species","accepted","P.K.L. Ng & Rahayu, 2016","WoRMS",NA,98
"882118",0,"Malacostraca","Decapoda","Aphanodactylidae","Selwynia",NA,"panglao",NA,"Selwynia panglao","accepted","Species","accepted","(P.K.L. Ng & Naruse, 2009)","WoRMS",NA,99
"1059955",0,"Malacostraca","Decapoda","Aphanodactylidae","Selwynia",NA,"punctata",NA,"Selwynia punctata","accepted","Species","accepted","P.K.L. Ng & Rahayu, 2016","WoRMS",NA,100
"882119",0,"Malacostraca","Decapoda","Aphanodactylidae","Selwynia",NA,"sibogae",NA,"Selwynia sibogae","accepted","Species","accepted","(Tesch, 1918)","WoRMS",NA,101
"1061893",0,"Malacostraca","Decapoda","Aphanodactylidae","Takedactylus",NA,"compressus",NA,"Takedactylus compressus","accepted","Species","accepted","Naruse & Yoshida, 2018","WoRMS",NA,102
"882121",0,"Malacostraca","Decapoda","Aphanodactylidae","Takedactylus",NA,"masatsunei",NA,"Takedactylus masatsunei","accepted","Species","accepted","Naruse & Maenosono, 2012","WoRMS",NA,103
"445012",0,"Malacostraca","Decapoda","Aphanodactylidae","Uruma",NA,"ourana",NA,"Uruma ourana","accepted","Species","accepted","Naruse, Fujita & P.K.L. Ng, 2009","WoRMS",NA,104
"455929",90,"Malacostraca","Decapoda","Aphanodactylidae","Voeltzkowia",NA,"zanzibarensis",NA,"Voeltzkowia zanzibarensis","unaccepted","Species","synonym","Lenz, 1905","WORMS","549794",105
"451706",9922,"Malacostraca","Decapoda","Atelecyclidae","Atelecyclus",NA,"chilensis",NA,"Atelecyclus chilensis","junior subjective synonym","Species","synonym","Nicolet in Gay, 1849","WORMS","366243",106
"452005",113,"Malacostraca","Decapoda","Atelecyclidae","Atelecyclus",NA,"cruentatus",NA,"Atelecyclus cruentatus","unaccepted","Species","synonym","Desmarest, 1825","WORMS","107274",107
"148506",110,"Malacostraca","Decapoda","Atelecyclidae","Atelecyclus",NA,"heterodon",NA,"Atelecyclus heterodon","unaccepted","Species","synonym","Leach, 1815","WORMS","107273",108
"452006",113,"Malacostraca","Decapoda","Atelecyclidae","Atelecyclus",NA,"homoiodon",NA,"Atelecyclus homoiodon","unaccepted","Species","synonym","Risso, 1827","WORMS","107274",109
"107273",0,"Malacostraca","Decapoda","Atelecyclidae","Atelecyclus",NA,"rotundatus",NA,"Atelecyclus rotundatus","accepted","Species","accepted","(Olivi, 1792)","WoRMS",NA,110
"148503",110,"Malacostraca","Decapoda","Atelecyclidae","Atelecyclus",NA,"septemdatus",NA,"Atelecyclus septemdatus","unaccepted","Species","synonym","Bouvier, 1940","WORMS","107273",111
"452007",9922,"Malacostraca","Decapoda","Atelecyclidae","Atelecyclus",NA,"spinulosus",NA,"Atelecyclus spinulosus","superseded combination","Species","synonym","White, 1843","WORMS","366243",112
"107274",0,"Malacostraca","Decapoda","Atelecyclidae","Atelecyclus",NA,"undecimdentatus",NA,"Atelecyclus undecimdentatus","accepted","Species","accepted","(Herbst, 1783 [in Herbst, 1782-1790])","WoRMS",NA,113
"455216",115,"Malacostraca","Decapoda","Atelecyclidae","Pseudocorystes",NA,"armatus",NA,"Pseudocorystes armatus","unaccepted","Species","synonym","H. Milne Edwards, 1837","WORMS","440358",114
"440358",0,"Malacostraca","Decapoda","Atelecyclidae","Pseudocorystes",NA,"sicarius",NA,"Pseudocorystes sicarius","accepted","Species","accepted","(Poeppig, 1836)","WoRMS",NA,115
"440279",0,"Malacostraca","Decapoda","Belliidae","Acanthocyclus",NA,"albatrossis",NA,"Acanthocyclus albatrossis","accepted","Species","accepted","Rathbun, 1898","WoRMS",NA,116
"440280",0,"Malacostraca","Decapoda","Belliidae","Acanthocyclus",NA,"gayi",NA,"Acanthocyclus gayi","accepted","Species","accepted","Lucas, 1844 [in H. Milne Edwards & Lucas, 1842-1844]","WoRMS",NA,117
"440281",0,"Malacostraca","Decapoda","Belliidae","Acanthocyclus",NA,"hassleri",NA,"Acanthocyclus hassleri","accepted","Species","accepted","Rathbun, 1898","WoRMS",NA,118
"451801",117,"Malacostraca","Decapoda","Belliidae","Acanthocyclus",NA,"villosus",NA,"Acanthocyclus villosus","unaccepted","Species","synonym","Strahl, 1862","WORMS","440280",119
"440282",0,"Malacostraca","Decapoda","Belliidae","Bellia",NA,"picta",NA,"Bellia picta","accepted","Species","accepted","H. Milne Edwards, 1848","WoRMS",NA,120
"440283",0,"Malacostraca","Decapoda","Belliidae","Corystoides",NA,"abbreviatus",NA,"Corystoides abbreviatus","accepted","Species","accepted","A. Milne-Edwards, 1880","WoRMS",NA,121
"440284",0,"Malacostraca","Decapoda","Belliidae","Corystoides",NA,"chilensis",NA,"Corystoides chilensis","accepted","Species","accepted","Lucas, 1844 [in H. Milne Edwards & Lucas, 1842-1844]","WoRMS",NA,122
"440285",0,"Malacostraca","Decapoda","Belliidae","Heterozius",NA,"rotundifrons",NA,"Heterozius rotundifrons","accepted","Species","accepted","A. Milne-Edwards, 1867","WoRMS",NA,123
"454794",117,"Malacostraca","Decapoda","Belliidae","Plagusetes",NA,"elatus",NA,"Plagusetes elatus","unaccepted","Species","synonym","Heller, 1862","WORMS","440280",124
"442749",0,"Malacostraca","Decapoda","Brusiniidae","Brusinia",NA,"brucei",NA,"Brusinia brucei","accepted","Species","accepted","Števčić, 1991","WoRMS",NA,125
"442750",0,"Malacostraca","Decapoda","Brusiniidae","Brusinia",NA,"elongata",NA,"Brusinia elongata","accepted","Species","accepted","(T. Sakai, 1969)","WoRMS",NA,126
"395455",0,"Malacostraca","Decapoda","Brusiniidae","Brusinia",NA,"piriformis",NA,"Brusinia piriformis","accepted","Species","accepted","Crosnier & Moosa, 2002","WoRMS",NA,127
"442751",0,"Malacostraca","Decapoda","Brusiniidae","Brusinia",NA,"profunda",NA,"Brusinia profunda","accepted","Species","accepted","Moosa, 1996","WoRMS",NA,128
"395453",0,"Malacostraca","Decapoda","Bythograeidae","Allograea",NA,"tomentosa",NA,"Allograea tomentosa","accepted","Species","accepted","Guinot, Hurtado & Vrijenhoek, 2002","WoRMS",NA,129
"410818",0,"Malacostraca","Decapoda","Bythograeidae","Austinograea",NA,"alayseae",NA,"Austinograea alayseae","accepted","Species","accepted","Guinot, 1990","WoRMS",NA,130
"1116699",0,"Malacostraca","Decapoda","Bythograeidae","Austinograea",NA,"hourdezi",NA,"Austinograea hourdezi","accepted","Species","accepted","Guinot & Segonzac, 2018","WoRMS",NA,131
"1116700",0,"Malacostraca","Decapoda","Bythograeidae","Austinograea",NA,"jollivetti",NA,"Austinograea jollivetti","accepted","Species","accepted","Guinot & Segonzac, 2018","WoRMS",NA,132
"395454",0,"Malacostraca","Decapoda","Bythograeidae","Austinograea",NA,"rodriguezensis",NA,"Austinograea rodriguezensis","accepted","Species","accepted","Tsuchida & Hashimoto, 2002","WoRMS",NA,133
"410819",0,"Malacostraca","Decapoda","Bythograeidae","Austinograea",NA,"williamsi",NA,"Austinograea williamsi","accepted","Species","accepted","Hessler & Martin, 1989","WoRMS",NA,134
"452025",145,"Malacostraca","Decapoda","Bythograeidae","Austinograea",NA,"yunohana",NA,"Austinograea yunohana","unaccepted","Species","synonym","Takeda, Hashimoto & Ohta, 2000","WORMS","440292",135
"395764",0,"Malacostraca","Decapoda","Bythograeidae","Bythograea",NA,"galapagensis",NA,"Bythograea galapagensis","accepted","Species","accepted","Guinot & Hurtado, 2003","WoRMS",NA,136
"440286",0,"Malacostraca","Decapoda","Bythograeidae","Bythograea",NA,"intermedia",NA,"Bythograea intermedia","accepted","Species","accepted","de Saint Laurent, 1988","WoRMS",NA,137
"440287",0,"Malacostraca","Decapoda","Bythograeidae","Bythograea",NA,"laubieri",NA,"Bythograea laubieri","accepted","Species","accepted","Guinot & Segonzac, 1997","WoRMS",NA,138
"452044",146,"Malacostraca","Decapoda","Bythograeidae","Bythograea",NA,"mesatlantica",NA,"Bythograea mesatlantica","unaccepted","Species","synonym","AB Williams, 1988","WORMS","107266",139
"440288",0,"Malacostraca","Decapoda","Bythograeidae","Bythograea",NA,"microps",NA,"Bythograea microps","accepted","Species","accepted","de Saint Laurent, 1984","WoRMS",NA,140
"440289",0,"Malacostraca","Decapoda","Bythograeidae","Bythograea",NA,"thermydron",NA,"Bythograea thermydron","accepted","Species","accepted","A.B. Williams, 1980","WoRMS",NA,141
"395765",0,"Malacostraca","Decapoda","Bythograeidae","Bythograea",NA,"vrijenhoeki",NA,"Bythograea vrijenhoeki","accepted","Species","accepted","Guinot & Hurtado, 2003","WoRMS",NA,142
"440290",0,"Malacostraca","Decapoda","Bythograeidae","Cyanagraea",NA,"praedator",NA,"Cyanagraea praedator","accepted","Species","accepted","de Saint Laurent, 1984","WoRMS",NA,143
"440291",0,"Malacostraca","Decapoda","Bythograeidae","Gandalfus",NA,"puia",NA,"Gandalfus puia","accepted","Species","accepted","McLay, 2007","WoRMS",NA,144
"440292",0,"Malacostraca","Decapoda","Bythograeidae","Gandalfus",NA,"yunohana",NA,"Gandalfus yunohana","accepted","Species","accepted","(Takeda, Hashimoto & Ohta, 2000)","WoRMS",NA,145
"107266",0,"Malacostraca","Decapoda","Bythograeidae","Segonzacia",NA,"mesatlantica",NA,"Segonzacia mesatlantica","accepted","Species","accepted","(AB Williams, 1988)","WoRMS",NA,146
"451800",151,"Malacostraca","Decapoda","Calappidae","Acanthocarpus",NA,"africanus",NA,"Acanthocarpus africanus","unaccepted","Species","synonym","Capart, 1951","WORMS","107267",147
